Gene	Gene.name	Tissue	nTPM	brain_2	brain_1
ENSG00000135452	TSPAN31	amygdala	21.9	Brain	Brain
ENSG00000135454	B4GALNT1	amygdala	19.3	Brain	Brain
ENSG00000135457	TFCP2	amygdala	14.7	Brain	Brain
ENSG00000135469	COQ10A	amygdala	14.5	Brain	Brain
ENSG00000135472	FAIM2	amygdala	175.9	Brain	Brain
ENSG00000135473	PAN2	cerebellum	12.9	Brain	Brain
ENSG00000135486	HNRNPA1	amygdala	365.9	Brain	Brain
ENSG00000135503	ACVR1B	amygdala	12.2	Brain	Brain
ENSG00000135506	OS9	amygdala	50.6	Brain	Brain
ENSG00000135519	KCNH3	amygdala	61.6	Brain	Brain
ENSG00000135521	LTV1	amygdala	10.7	Brain	Brain
ENSG00000135525	MAP7	amygdala	29.9	Brain	Brain
ENSG00000135535	CD164	amygdala	36.2	Brain	Brain
ENSG00000135540	NHSL1	amygdala	5.5	Brain	Brain
ENSG00000135541	AHI1	amygdala	6.7	Brain	Brain
ENSG00000135547	HEY2	amygdala	7.7	Brain	Brain
ENSG00000135549	PKIB	amygdala	8.2	Brain	Brain
ENSG00000135587	SMPD2	basal ganglia	5.5	Brain	Brain
ENSG00000135596	MICAL1	amygdala	12.2	Brain	Brain
ENSG00000135597	REPS1	amygdala	22.2	Brain	Brain
ENSG00000135617	PRADC1	amygdala	32.5	Brain	Brain
ENSG00000135622	SEMA4F	amygdala	5	Brain	Brain
ENSG00000135624	CCT7	amygdala	87	Brain	Brain
ENSG00000135625	EGR4	amygdala	5.2	Brain	Brain
ENSG00000135631	RAB11FIP5	amygdala	5.3	Brain	Brain
ENSG00000135632	SMYD5	amygdala	17.4	Brain	Brain
ENSG00000135636	DYSF	cerebral cortex	7.3	Brain	Brain
ENSG00000135638	EMX1	amygdala	5.6	Brain	Brain
ENSG00000135643	KCNMB4	amygdala	29.6	Brain	Brain
ENSG00000135655	USP15	amygdala	6.6	Brain	Brain
ENSG00000135677	GNS	amygdala	12.7	Brain	Brain
ENSG00000135678	CPM	basal ganglia	6.8	Brain	Brain
ENSG00000135679	MDM2	cerebellum	6.7	Brain	Brain
ENSG00000135697	BCO1	choroid plexus	11.8	Brain	Brain
ENSG00000135698	MPHOSPH6	amygdala	26.1	Brain	Brain
ENSG00000135709	KIAA0513	amygdala	38.5	Brain	Brain
ENSG00000135720	DYNC1LI2	amygdala	169.4	Brain	Brain
ENSG00000135722	FBXL8	cerebellum	11.2	Brain	Brain
ENSG00000135740	SLC9A5	basal ganglia	9.1	Brain	Brain
ENSG00000135744	AGT	amygdala	209.7	Brain	Brain
ENSG00000135749	PCNX2	amygdala	7.5	Brain	Brain
ENSG00000135750	KCNK1	amygdala	14.4	Brain	Brain
ENSG00000135766	EGLN1	amygdala	16.2	Brain	Brain
ENSG00000135775	COG2	amygdala	8	Brain	Brain
ENSG00000135776	ABCB10	cerebellum	11	Brain	Brain
ENSG00000135778	NTPCR	amygdala	7	Brain	Brain
ENSG00000135801	TAF5L	cerebellum	5.2	Brain	Brain
ENSG00000135821	GLUL	amygdala	546.4	Brain	Brain
ENSG00000135823	STX6	amygdala	12.8	Brain	Brain
ENSG00000135824	RGS8	basal ganglia	26.5	Brain	Brain
ENSG00000135829	DHX9	amygdala	18.4	Brain	Brain
ENSG00000135835	KIAA1614	cerebellum	18.1	Brain	Brain
ENSG00000135837	CEP350	amygdala	5.2	Brain	Brain
ENSG00000135838	NPL	amygdala	8.7	Brain	Brain
ENSG00000135845	PIGC	amygdala	11	Brain	Brain
ENSG00000135862	LAMC1	basal ganglia	5.8	Brain	Brain
ENSG00000135870	RC3H1	cerebellum	8.4	Brain	Brain
ENSG00000135899	SP110	amygdala	5.4	Brain	Brain
ENSG00000135900	MRPL44	amygdala	13.5	Brain	Brain
ENSG00000135905	DOCK10	amygdala	21.9	Brain	Brain
ENSG00000135912	TTLL4	amygdala	5.6	Brain	Brain
ENSG00000135916	ITM2C	amygdala	803.1	Brain	Brain
ENSG00000135919	SERPINE2	amygdala	134.7	Brain	Brain
ENSG00000135924	DNAJB2	amygdala	186.5	Brain	Brain
ENSG00000135926	TMBIM1	amygdala	78.5	Brain	Brain
ENSG00000135929	CYP27A1	amygdala	25.5	Brain	Brain
ENSG00000135930	EIF4E2	amygdala	22.1	Brain	Brain
ENSG00000135931	ARMC9	basal ganglia	5.9	Brain	Brain
ENSG00000135932	CAB39	amygdala	30.6	Brain	Brain
ENSG00000135940	COX5B	amygdala	534.4	Brain	Brain
ENSG00000135945	REV1	amygdala	5	Brain	Brain
ENSG00000135956	TMEM127	amygdala	18.2	Brain	Brain
ENSG00000135966	TGFBRAP1	cerebellum	9.3	Brain	Brain
ENSG00000135968	GCC2	cerebral cortex	15.2	Brain	Brain
ENSG00000135972	MRPS9	amygdala	17.1	Brain	Brain
ENSG00000135974	C2orf49	amygdala	8.9	Brain	Brain
ENSG00000135999	EPC2	amygdala	9.8	Brain	Brain
ENSG00000136002	ARHGEF4	amygdala	75.5	Brain	Brain
ENSG00000136003	ISCU	amygdala	200.8	Brain	Brain
ENSG00000136021	SCYL2	amygdala	7	Brain	Brain
ENSG00000136026	CKAP4	amygdala	11.4	Brain	Brain
ENSG00000136040	PLXNC1	cerebellum	10.2	Brain	Brain
ENSG00000136044	APPL2	amygdala	25.6	Brain	Brain
ENSG00000136045	PWP1	amygdala	16.9	Brain	Brain
ENSG00000136048	DRAM1	basal ganglia	5	Brain	Brain
ENSG00000136051	WASHC4	amygdala	7	Brain	Brain
ENSG00000136052	SLC41A2	cerebral cortex	5.3	Brain	Brain
ENSG00000136059	VILL	amygdala	10.3	Brain	Brain
ENSG00000136068	FLNB	amygdala	5.7	Brain	Brain
ENSG00000136098	NEK3	amygdala	9.8	Brain	Brain
ENSG00000136099	PCDH8	basal ganglia	11.2	Brain	Brain
ENSG00000136100	VPS36	amygdala	9.9	Brain	Brain
ENSG00000136104	RNASEH2B	amygdala	10.1	Brain	Brain
ENSG00000136108	CKAP2	cerebellum	10.1	Brain	Brain
ENSG00000136110	CNMD	basal ganglia	6.4	Brain	Brain
ENSG00000136111	TBC1D4	amygdala	5.7	Brain	Brain
ENSG00000136114	THSD1	amygdala	8.3	Brain	Brain
ENSG00000136141	LRCH1	cerebellum	38.9	Brain	Brain
ENSG00000136143	SUCLA2	amygdala	30.8	Brain	Brain
ENSG00000136144	RCBTB1	amygdala	21.5	Brain	Brain
ENSG00000136146	MED4	amygdala	28.3	Brain	Brain
ENSG00000136147	PHF11	amygdala	18.9	Brain	Brain
ENSG00000136152	COG3	amygdala	6.6	Brain	Brain
ENSG00000136153	LMO7	amygdala	6.7	Brain	Brain
ENSG00000136156	ITM2B	amygdala	240.8	Brain	Brain
ENSG00000136158	SPRY2	amygdala	37.8	Brain	Brain
ENSG00000136159	NUDT15	amygdala	6.9	Brain	Brain
ENSG00000136160	EDNRB	amygdala	36.7	Brain	Brain
ENSG00000136161	RCBTB2	amygdala	7.8	Brain	Brain
ENSG00000136167	LCP1	amygdala	5.9	Brain	Brain
ENSG00000136193	SCRN1	amygdala	90.4	Brain	Brain
ENSG00000136205	TNS3	amygdala	46.4	Brain	Brain
ENSG00000136213	CHST12	amygdala	9.4	Brain	Brain
ENSG00000136235	GPNMB	amygdala	28.7	Brain	Brain
ENSG00000136237	RAPGEF5	amygdala	25.7	Brain	Brain
ENSG00000136238	RAC1	amygdala	219.8	Brain	Brain
ENSG00000136240	KDELR2	amygdala	24.7	Brain	Brain
ENSG00000136243	NUP42	amygdala	7.4	Brain	Brain
ENSG00000136244	IL6	amygdala	5.5	Brain	Brain
ENSG00000136247	ZDHHC4	amygdala	25.8	Brain	Brain
ENSG00000136261	BZW2	amygdala	8.9	Brain	Brain
ENSG00000136267	DGKB	basal ganglia	19.7	Brain	Brain
ENSG00000136270	TBRG4	amygdala	14.9	Brain	Brain
ENSG00000136271	DDX56	amygdala	7.1	Brain	Brain
ENSG00000136273	HUS1	choroid plexus	10.6	Brain	Brain
ENSG00000136274	NACAD	amygdala	21.9	Brain	Brain
ENSG00000136279	DBNL	amygdala	47.4	Brain	Brain
ENSG00000136280	CCM2	amygdala	93.2	Brain	Brain
ENSG00000136295	TTYH3	amygdala	35.9	Brain	Brain
ENSG00000136297	MMD2	amygdala	15.9	Brain	Brain
ENSG00000136305	CIDEB	cerebellum	14.2	Brain	Brain
ENSG00000136327	NKX2-8	spinal cord	7.6	Brain	Brain
ENSG00000136352	NKX2-1	hypothalamus	7.7	Brain	Brain
ENSG00000136371	MTHFS	amygdala	13.7	Brain	Brain
ENSG00000136379	ABHD17C	amygdala	17.5	Brain	Brain
ENSG00000136381	IREB2	amygdala	5.5	Brain	Brain
ENSG00000136383	ALPK3	choroid plexus	5.7	Brain	Brain
ENSG00000136404	TM6SF1	cerebral cortex	7.7	Brain	Brain
ENSG00000136425	CIB2	amygdala	14.3	Brain	Brain
ENSG00000136436	CALCOCO2	amygdala	33.1	Brain	Brain
ENSG00000136444	RSAD1	amygdala	22.4	Brain	Brain
ENSG00000136448	NMT1	amygdala	23.9	Brain	Brain
ENSG00000136449	MYCBPAP	choroid plexus	5	Brain	Brain
ENSG00000136450	SRSF1	amygdala	52.1	Brain	Brain
ENSG00000136451	VEZF1	amygdala	17.2	Brain	Brain
ENSG00000136457	CHAD	amygdala	10	Brain	Brain
ENSG00000136463	TACO1	amygdala	13.8	Brain	Brain
ENSG00000136478	TEX2	amygdala	30.1	Brain	Brain
ENSG00000136485	DCAF7	amygdala	19.3	Brain	Brain
ENSG00000136490	LIMD2	amygdala	22.4	Brain	Brain
ENSG00000136504	KAT7	amygdala	15.1	Brain	Brain
ENSG00000136518	ACTL6A	amygdala	8.2	Brain	Brain
ENSG00000136521	NDUFB5	amygdala	89.2	Brain	Brain
ENSG00000136522	MRPL47	amygdala	30.4	Brain	Brain
ENSG00000136527	TRA2B	amygdala	35.9	Brain	Brain
ENSG00000136531	SCN2A	amygdala	10.3	Brain	Brain
ENSG00000136535	TBR1	amygdala	7.2	Brain	Brain
ENSG00000136536	MARCHF7	amygdala	13.8	Brain	Brain
ENSG00000136541	ERMN	amygdala	156.2	Brain	Brain
ENSG00000136560	TANK	amygdala	16.4	Brain	Brain
ENSG00000136603	SKIL	basal ganglia	5.2	Brain	Brain
ENSG00000136628	EPRS1	amygdala	15.9	Brain	Brain
ENSG00000136631	VPS45	amygdala	9	Brain	Brain
ENSG00000136636	KCTD3	amygdala	20.6	Brain	Brain
ENSG00000136643	RPS6KC1	amygdala	8.1	Brain	Brain
ENSG00000136682	ZNG1B	basal ganglia	7.3	Brain	Brain
ENSG00000136689	IL1RN	choroid plexus	9.8	Brain	Brain
ENSG00000136698	CFC1	basal ganglia	7.4	Brain	Brain
ENSG00000136699	SMPD4	amygdala	6.9	Brain	Brain
ENSG00000136709	WDR33	amygdala	13.8	Brain	Brain
ENSG00000136710	CCDC115	amygdala	32.3	Brain	Brain
ENSG00000136715	SAP130	amygdala	7.8	Brain	Brain
ENSG00000136717	BIN1	amygdala	170.9	Brain	Brain
ENSG00000136718	IMP4	amygdala	19.8	Brain	Brain
ENSG00000136720	HS6ST1	amygdala	34.2	Brain	Brain
ENSG00000136731	UGGT1	cerebellum	5.5	Brain	Brain
ENSG00000136732	GYPC	amygdala	12.3	Brain	Brain
ENSG00000136738	STAM	amygdala	11.7	Brain	Brain
ENSG00000136750	GAD2	amygdala	14	Brain	Brain
ENSG00000136754	ABI1	amygdala	32.5	Brain	Brain
ENSG00000136758	YME1L1	amygdala	20.9	Brain	Brain
ENSG00000136770	DNAJC1	amygdala	7.4	Brain	Brain
ENSG00000136783	NIPSNAP3A	amygdala	24.7	Brain	Brain
ENSG00000136802	LRRC8A	amygdala	45.2	Brain	Brain
ENSG00000136807	CDK9	amygdala	45.9	Brain	Brain
ENSG00000136810	TXN	amygdala	194.7	Brain	Brain
ENSG00000136811	ODF2	amygdala	7.9	Brain	Brain
ENSG00000136813	ECPAS	amygdala	27.2	Brain	Brain
ENSG00000136816	TOR1B	amygdala	6.5	Brain	Brain
ENSG00000136819	C9orf78	amygdala	63.9	Brain	Brain
ENSG00000136824	SMC2	cerebral cortex	7.6	Brain	Brain
ENSG00000136827	TOR1A	amygdala	15.1	Brain	Brain
ENSG00000136828	RALGPS1	amygdala	12.2	Brain	Brain
ENSG00000136830	NIBAN2	amygdala	24	Brain	Brain
ENSG00000136840	ST6GALNAC4	amygdala	13.7	Brain	Brain
ENSG00000136842	TMOD1	amygdala	27.4	Brain	Brain
ENSG00000136848	DAB2IP	amygdala	9.1	Brain	Brain
ENSG00000136854	STXBP1	amygdala	60.6	Brain	Brain
ENSG00000136856	SLC2A8	amygdala	21.1	Brain	Brain
ENSG00000136859	ANGPTL2	amygdala	8.2	Brain	Brain
ENSG00000136861	CDK5RAP2	amygdala	9.3	Brain	Brain
ENSG00000136867	SLC31A2	amygdala	21.9	Brain	Brain
ENSG00000136868	SLC31A1	amygdala	5.4	Brain	Brain
ENSG00000136869	TLR4	amygdala	7	Brain	Brain
ENSG00000136870	ZNF189	amygdala	12.8	Brain	Brain
ENSG00000136872	ALDOB	cerebral cortex	8.3	Brain	Brain
ENSG00000136874	STX17	amygdala	6.5	Brain	Brain
ENSG00000136875	PRPF4	amygdala	7.4	Brain	Brain
ENSG00000136877	FPGS	amygdala	12.3	Brain	Brain
ENSG00000136878	USP20	amygdala	7.4	Brain	Brain
ENSG00000136888	ATP6V1G1	amygdala	85.3	Brain	Brain
ENSG00000136891	TEX10	cerebellum	7.1	Brain	Brain
ENSG00000136895	GARNL3	amygdala	7	Brain	Brain
ENSG00000136897	MRPL50	amygdala	8.4	Brain	Brain
ENSG00000136908	DPM2	amygdala	17.6	Brain	Brain
ENSG00000136918	WDR38	choroid plexus	43.7	Brain	Brain
ENSG00000136925	TSTD2	cerebellum	6.6	Brain	Brain
ENSG00000136928	GABBR2	amygdala	23.1	Brain	Brain
ENSG00000136930	PSMB7	amygdala	149.6	Brain	Brain
ENSG00000136932	TRMO	amygdala	6.9	Brain	Brain
ENSG00000136933	RABEPK	amygdala	19.9	Brain	Brain
ENSG00000136935	GOLGA1	amygdala	5.5	Brain	Brain
ENSG00000136936	XPA	amygdala	14.9	Brain	Brain
ENSG00000136937	NCBP1	amygdala	8.8	Brain	Brain
ENSG00000136938	ANP32B	amygdala	133.2	Brain	Brain
ENSG00000136940	PDCL	amygdala	7.3	Brain	Brain
ENSG00000136942	RPL35	amygdala	1651.6	Brain	Brain
ENSG00000136943	CTSV	spinal cord	6	Brain	Brain
ENSG00000136950	ARPC5L	amygdala	74	Brain	Brain
ENSG00000136960	ENPP2	amygdala	68.8	Brain	Brain
ENSG00000136986	DERL1	amygdala	12.9	Brain	Brain
ENSG00000136997	MYC	cerebral cortex	12.2	Brain	Brain
ENSG00000136999	CCN3	cerebral cortex	11.5	Brain	Brain
ENSG00000137033	IL33	amygdala	18.5	Brain	Brain
ENSG00000137038	DMAC1	amygdala	14.1	Brain	Brain
ENSG00000137040	RANBP6	amygdala	7.2	Brain	Brain
ENSG00000137054	POLR1E	amygdala	10.4	Brain	Brain
ENSG00000137055	PLAA	amygdala	6.6	Brain	Brain
ENSG00000137070	IL11RA	amygdala	15	Brain	Brain
ENSG00000137073	UBAP2	amygdala	10.6	Brain	Brain
ENSG00000137074	APTX	amygdala	10.8	Brain	Brain
ENSG00000137075	RNF38	amygdala	11.6	Brain	Brain
ENSG00000137076	TLN1	amygdala	19.1	Brain	Brain
ENSG00000137094	DNAJB5	amygdala	17.6	Brain	Brain
ENSG00000137098	SPAG8	choroid plexus	11	Brain	Brain
ENSG00000137100	DCTN3	amygdala	117.6	Brain	Brain
ENSG00000137101	CD72	choroid plexus	10.9	Brain	Brain
ENSG00000137103	TMEM8B	amygdala	23	Brain	Brain
ENSG00000137106	GRHPR	amygdala	66.2	Brain	Brain
ENSG00000137124	ALDH1B1	cerebral cortex	5.3	Brain	Brain
ENSG00000137133	HINT2	amygdala	45.9	Brain	Brain
ENSG00000137145	DENND4C	amygdala	5.8	Brain	Brain
ENSG00000137154	RPS6	amygdala	1509.8	Brain	Brain
ENSG00000137161	CNPY3	amygdala	32.8	Brain	Brain
ENSG00000137166	FOXP4	amygdala	9.7	Brain	Brain
ENSG00000137168	PPIL1	amygdala	13.2	Brain	Brain
ENSG00000137171	KLC4	amygdala	17	Brain	Brain
ENSG00000137177	KIF13A	amygdala	21.3	Brain	Brain
ENSG00000137185	ZSCAN9	amygdala	6.8	Brain	Brain
ENSG00000137193	PIM1	amygdala	8.5	Brain	Brain
ENSG00000137198	GMPR	amygdala	17.4	Brain	Brain
ENSG00000137200	CMTR1	amygdala	13.8	Brain	Brain
ENSG00000137207	YIPF3	amygdala	60.5	Brain	Brain
ENSG00000137210	TMEM14B	amygdala	65.5	Brain	Brain
ENSG00000137216	TMEM63B	amygdala	17.6	Brain	Brain
ENSG00000137218	FRS3	amygdala	16.9	Brain	Brain
ENSG00000137221	TJAP1	amygdala	18.7	Brain	Brain
ENSG00000137261	KIAA0319	amygdala	7.6	Brain	Brain
ENSG00000137266	SLC22A23	amygdala	9.9	Brain	Brain
ENSG00000137267	TUBB2A	amygdala	416.8	Brain	Brain
ENSG00000137269	LRRC1	amygdala	6	Brain	Brain
ENSG00000137273	FOXF2	amygdala	5.7	Brain	Brain
ENSG00000137274	BPHL	amygdala	11.6	Brain	Brain
ENSG00000137275	RIPK1	amygdala	6.4	Brain	Brain
ENSG00000137285	TUBB2B	amygdala	379.2	Brain	Brain
ENSG00000137288	UQCC2	amygdala	90	Brain	Brain
ENSG00000137309	HMGA1	amygdala	43	Brain	Brain
ENSG00000137310	TCF19	cerebellum	8	Brain	Brain
ENSG00000137312	FLOT1	amygdala	158.2	Brain	Brain
ENSG00000137331	IER3	amygdala	17.1	Brain	Brain
ENSG00000137337	MDC1	cerebellum	12.8	Brain	Brain
ENSG00000137338	PGBD1	cerebellum	8.4	Brain	Brain
ENSG00000137343	ATAT1	amygdala	31.1	Brain	Brain
ENSG00000137364	TPMT	amygdala	13.2	Brain	Brain
ENSG00000137392	CLPS	basal ganglia	6.2	Brain	Brain
ENSG00000137393	RNF144B	choroid plexus	8.2	Brain	Brain
ENSG00000137409	MTCH1	amygdala	224.6	Brain	Brain
ENSG00000137411	VARS2	amygdala	12	Brain	Brain
ENSG00000137413	TAF8	amygdala	5.7	Brain	Brain
ENSG00000137414	FAM8A1	amygdala	12.5	Brain	Brain
ENSG00000137449	CPEB2	amygdala	10.8	Brain	Brain
ENSG00000137462	TLR2	choroid plexus	21	Brain	Brain
ENSG00000137463	MGARP	cerebellum	14.7	Brain	Brain
ENSG00000137473	TTC29	choroid plexus	5.9	Brain	Brain
ENSG00000137474	MYO7A	choroid plexus	26.7	Brain	Brain
ENSG00000137478	FCHSD2	amygdala	32.4	Brain	Brain
ENSG00000137486	ARRB1	amygdala	29.9	Brain	Brain
ENSG00000137491	SLCO2B1	amygdala	16.3	Brain	Brain
ENSG00000137492	THAP12	amygdala	15.3	Brain	Brain
ENSG00000137494	ANKRD42	amygdala	9.3	Brain	Brain
ENSG00000137496	IL18BP	amygdala	8.3	Brain	Brain
ENSG00000137497	NUMA1	amygdala	26.4	Brain	Brain
ENSG00000137500	CCDC90B	amygdala	16.8	Brain	Brain
ENSG00000137501	SYTL2	amygdala	20.8	Brain	Brain
ENSG00000137502	RAB30	amygdala	7.9	Brain	Brain
ENSG00000137504	CREBZF	cerebellum	14	Brain	Brain
ENSG00000137507	LRRC32	amygdala	9.8	Brain	Brain
ENSG00000137509	PRCP	amygdala	44	Brain	Brain
ENSG00000137513	NARS2	amygdala	7.8	Brain	Brain
ENSG00000137522	RNF121	amygdala	7.1	Brain	Brain
ENSG00000137547	MRPL15	amygdala	33	Brain	Brain
ENSG00000137563	GGH	amygdala	6.3	Brain	Brain
ENSG00000137573	SULF1	choroid plexus	54.9	Brain	Brain
ENSG00000137575	SDCBP	amygdala	90.4	Brain	Brain
ENSG00000137601	NEK1	cerebral cortex	5.4	Brain	Brain
ENSG00000137642	SORL1	amygdala	14.9	Brain	Brain
ENSG00000137656	BUD13	amygdala	5.7	Brain	Brain
ENSG00000137672	TRPC6	choroid plexus	5.7	Brain	Brain
ENSG00000137691	CFAP300	choroid plexus	23.6	Brain	Brain
ENSG00000137692	DCUN1D5	amygdala	11.3	Brain	Brain
ENSG00000137693	YAP1	amygdala	11.1	Brain	Brain
ENSG00000137700	SLC37A4	amygdala	5.7	Brain	Brain
ENSG00000137710	RDX	amygdala	23.7	Brain	Brain
ENSG00000137713	PPP2R1B	amygdala	7	Brain	Brain
ENSG00000137714	FDX1	amygdala	6.3	Brain	Brain
ENSG00000137720	C11orf1	amygdala	35.3	Brain	Brain
ENSG00000137726	FXYD6	amygdala	230	Brain	Brain
ENSG00000137727	ARHGAP20	cerebral cortex	5.5	Brain	Brain
ENSG00000137752	CASP1	amygdala	5.9	Brain	Brain
ENSG00000137764	MAP2K5	amygdala	9.2	Brain	Brain
ENSG00000137766	UNC13C	amygdala	36.4	Brain	Brain
ENSG00000137767	SQOR	amygdala	8.2	Brain	Brain
ENSG00000137770	CTDSPL2	cerebellum	9	Brain	Brain
ENSG00000137776	SLTM	amygdala	25.7	Brain	Brain
ENSG00000137801	THBS1	cerebral cortex	5.7	Brain	Brain
ENSG00000137802	MAPKBP1	amygdala	9.9	Brain	Brain
ENSG00000137806	NDUFAF1	amygdala	22.1	Brain	Brain
ENSG00000137814	HAUS2	amygdala	6.4	Brain	Brain
ENSG00000137815	RTF1	amygdala	18.5	Brain	Brain
ENSG00000137817	PARP6	amygdala	41.8	Brain	Brain
ENSG00000137818	RPLP1	amygdala	1323	Brain	Brain
ENSG00000137819	PAQR5	choroid plexus	5.5	Brain	Brain
ENSG00000137821	LRRC49	amygdala	8.4	Brain	Brain
ENSG00000137822	TUBGCP4	basal ganglia	6.1	Brain	Brain
ENSG00000137824	RMDN3	amygdala	45	Brain	Brain
ENSG00000137825	ITPKA	amygdala	28	Brain	Brain
ENSG00000137831	UACA	amygdala	7.6	Brain	Brain
ENSG00000137841	PLCB2	spinal cord	6.5	Brain	Brain
ENSG00000137842	TMEM62	cerebellum	10.9	Brain	Brain
ENSG00000137843	PAK6	amygdala	22.3	Brain	Brain
ENSG00000137845	ADAM10	amygdala	8.5	Brain	Brain
ENSG00000137871	ZNF280D	cerebellum	6.9	Brain	Brain
ENSG00000137872	SEMA6D	amygdala	8.5	Brain	Brain
ENSG00000137876	RSL24D1	amygdala	41.2	Brain	Brain
ENSG00000137877	SPTBN5	cerebellum	6.9	Brain	Brain
ENSG00000137880	GCHFR	amygdala	11.9	Brain	Brain
ENSG00000137936	BCAR3	amygdala	10	Brain	Brain
ENSG00000137941	TTLL7	amygdala	8.3	Brain	Brain
ENSG00000137942	FNBP1L	amygdala	11.9	Brain	Brain
ENSG00000137944	KYAT3	amygdala	10.6	Brain	Brain
ENSG00000137947	GTF2B	amygdala	18.3	Brain	Brain
ENSG00000137955	RABGGTB	amygdala	36.8	Brain	Brain
ENSG00000137959	IFI44L	amygdala	6.7	Brain	Brain
ENSG00000137962	ARHGAP29	amygdala	6.8	Brain	Brain
ENSG00000137965	IFI44	amygdala	13.3	Brain	Brain
ENSG00000137992	DBT	cerebral cortex	7.9	Brain	Brain
ENSG00000137996	RTCA	amygdala	14.8	Brain	Brain
ENSG00000138002	IFT172	cerebellum	6.1	Brain	Brain
ENSG00000138018	SELENOI	amygdala	5.5	Brain	Brain
ENSG00000138028	CGREF1	amygdala	28.3	Brain	Brain
ENSG00000138029	HADHB	amygdala	123.8	Brain	Brain
ENSG00000138030	KHK	amygdala	5.1	Brain	Brain
ENSG00000138031	ADCY3	amygdala	27.2	Brain	Brain
ENSG00000138032	PPM1B	amygdala	45.5	Brain	Brain
ENSG00000138035	PNPT1	amygdala	6	Brain	Brain
ENSG00000138036	DYNC2LI1	amygdala	19.8	Brain	Brain
ENSG00000138050	THUMPD2	cerebellum	5.1	Brain	Brain
ENSG00000138061	CYP1B1	basal ganglia	5.3	Brain	Brain
ENSG00000138069	RAB1A	amygdala	98.4	Brain	Brain
ENSG00000138071	ACTR2	amygdala	56.4	Brain	Brain
ENSG00000138073	PREB	amygdala	27.7	Brain	Brain
ENSG00000138074	SLC5A6	amygdala	9.1	Brain	Brain
ENSG00000138078	PREPL	amygdala	62.9	Brain	Brain
ENSG00000138080	EMILIN1	amygdala	8.3	Brain	Brain
ENSG00000138081	FBXO11	amygdala	17.8	Brain	Brain
ENSG00000138083	SIX3	amygdala	5.4	Brain	Brain
ENSG00000138085	ATRAID	amygdala	20.9	Brain	Brain
ENSG00000138095	LRPPRC	amygdala	17.3	Brain	Brain
ENSG00000138100	TRIM54	cerebral cortex	7.1	Brain	Brain
ENSG00000138101	DTNB	amygdala	18.8	Brain	Brain
ENSG00000138107	ACTR1A	amygdala	77.8	Brain	Brain
ENSG00000138111	MFSD13A	amygdala	7.8	Brain	Brain
ENSG00000138119	MYOF	choroid plexus	21.1	Brain	Brain
ENSG00000138131	LOXL4	choroid plexus	5.1	Brain	Brain
ENSG00000138134	STAMBPL1	cerebral cortex	7.8	Brain	Brain
ENSG00000138135	CH25H	cerebral cortex	11.1	Brain	Brain
ENSG00000138138	ATAD1	amygdala	18	Brain	Brain
ENSG00000138162	TACC2	amygdala	20.4	Brain	Brain
ENSG00000138166	DUSP5	amygdala	7.3	Brain	Brain
ENSG00000138172	CALHM2	cerebral cortex	7.5	Brain	Brain
ENSG00000138175	ARL3	amygdala	26.8	Brain	Brain
ENSG00000138185	ENTPD1	amygdala	7.1	Brain	Brain
ENSG00000138190	EXOC6	amygdala	6.1	Brain	Brain
ENSG00000138193	PLCE1	choroid plexus	8.1	Brain	Brain
ENSG00000138207	RBP4	amygdala	17.7	Brain	Brain
ENSG00000138231	DBR1	cerebellum	5.8	Brain	Brain
ENSG00000138246	DNAJC13	amygdala	5.2	Brain	Brain
ENSG00000138271	GPR87	choroid plexus	10.2	Brain	Brain
ENSG00000138279	ANXA7	amygdala	61.3	Brain	Brain
ENSG00000138286	FAM149B1	amygdala	21.5	Brain	Brain
ENSG00000138303	ASCC1	amygdala	20.7	Brain	Brain
ENSG00000138311	ZNF365	amygdala	6.6	Brain	Brain
ENSG00000138326	RPS24	amygdala	1812.8	Brain	Brain
ENSG00000138363	ATIC	amygdala	17.4	Brain	Brain
ENSG00000138375	SMARCAL1	amygdala	6.3	Brain	Brain
ENSG00000138378	STAT4	basal ganglia	6.7	Brain	Brain
ENSG00000138380	CARF	cerebral cortex	7.3	Brain	Brain
ENSG00000138381	ASNSD1	amygdala	20.6	Brain	Brain
ENSG00000138382	METTL5	amygdala	45	Brain	Brain
ENSG00000138385	SSB	amygdala	66	Brain	Brain
ENSG00000138386	NAB1	amygdala	12.8	Brain	Brain
ENSG00000138398	PPIG	amygdala	15.3	Brain	Brain
ENSG00000138399	FASTKD1	amygdala	5.2	Brain	Brain
ENSG00000138400	MDH1B	choroid plexus	20.3	Brain	Brain
ENSG00000138411	HECW2	cerebellum	5.3	Brain	Brain
ENSG00000138413	IDH1	amygdala	16.2	Brain	Brain
ENSG00000138430	OLA1	amygdala	54.2	Brain	Brain
ENSG00000138433	CIR1	amygdala	26.7	Brain	Brain
ENSG00000138434	ITPRID2	amygdala	47.1	Brain	Brain
ENSG00000138435	CHRNA1	hippocampal formation	6.2	Brain	Brain
ENSG00000138439	FAM117B	cerebellum	6.2	Brain	Brain
ENSG00000138443	ABI2	amygdala	36.3	Brain	Brain
ENSG00000138448	ITGAV	amygdala	18.3	Brain	Brain
ENSG00000138449	SLC40A1	amygdala	8.5	Brain	Brain
ENSG00000138459	SLC35A5	amygdala	14.2	Brain	Brain
